item_key,unit,category,item,co2,source,match_key,match_tokens
cheese brick,0.024,food,"cheese, brick",23.88,Existing Dataset,cheese brick,"('cheese', 'brick')"
cheese brick,kg,food,"Cheese, Brick",23.88,combined_food_emissions,cheese brick,"('cheese', 'brick')"
cheese brie,0.019,food,"cheese, brie",23.88,Existing Dataset,cheese brie,"('cheese', 'brie')"
cheese brie,kg,food,"Cheese, Brie",23.88,combined_food_emissions,cheese brie,"('cheese', 'brie')"
cheese camembert,0.021,food,"cheese, camembert",23.88,Existing Dataset,cheese camembert,"('cheese', 'camembert')"
cheese camembert,kg,food,"Cheese, Camembert",23.88,combined_food_emissions,cheese camembert,"('cheese', 'camembert')"
cheese cheddar,0.033,food,"cheese, cheddar",23.88,Existing Dataset,cheese cheddar,"('cheese', 'cheddar')"
cheese cheddar,kg,food,"Cheese, Cheddar",23.88,combined_food_emissions,cheese cheddar,"('cheese', 'cheddar')"
cheese cheddar nonfat or fat free,0.021,food,"cheese, cheddar, nonfat or fat free",23.88,Existing Dataset,cheese cheddar nonfat or fat free,"('cheese', 'cheddar', 'nonfat', 'or', 'fat', 'free')"
cheese cheddar nonfat or fat free,kg,food,"Cheese, Cheddar, nonfat or fat free",23.88,combined_food_emissions,cheese cheddar nonfat or fat free,"('cheese', 'cheddar', 'nonfat', 'or', 'fat', 'free')"
cheese cheddar reduced fat,0.043,food,"cheese, cheddar, reduced fat",23.88,Existing Dataset,cheese cheddar reduced fat,"('cheese', 'cheddar', 'reduced', 'fat')"
cheese cheddar reduced fat,kg,food,"Cheese, Cheddar, reduced fat",23.88,combined_food_emissions,cheese cheddar reduced fat,"('cheese', 'cheddar', 'reduced', 'fat')"
cheese cheddar reduced sodium,0.036,food,"cheese, cheddar, reduced sodium",23.88,Existing Dataset,cheese cheddar reduced sodium,"('cheese', 'cheddar', 'reduced', 'sodium')"
cheese cheddar reduced sodium,kg,food,"Cheese, Cheddar, reduced sodium",23.88,combined_food_emissions,cheese cheddar reduced sodium,"('cheese', 'cheddar', 'reduced', 'sodium')"
cheese colby,0.042,food,"cheese, colby",23.88,Existing Dataset,cheese colby,"('cheese', 'colby')"
cheese colby,kg,food,"Cheese, Colby",23.88,combined_food_emissions,cheese colby,"('cheese', 'colby')"
cheese colby jack,0.037,food,"cheese, colby jack",23.88,Existing Dataset,cheese colby jack,"('cheese', 'colby', 'jack')"
cheese colby jack,kg,food,"Cheese, Colby Jack",23.88,combined_food_emissions,cheese colby jack,"('cheese', 'colby', 'jack')"
cheese cottage cheese with gelatin dessert,0.027,food,"cheese, cottage cheese, with gelatin dessert",23.88,Existing Dataset,cheese cottage cheese with gelatin dessert,"('cheese', 'cottage', 'cheese', 'with', 'gelatin', 'dessert')"
cheese cottage cheese with gelatin dessert,kg,food,"Cheese, cottage cheese, with gelatin dessert",23.88,combined_food_emissions,cheese cottage cheese with gelatin dessert,"('cheese', 'cottage', 'cheese', 'with', 'gelatin', 'dessert')"
cheese cottage cheese with gelatin dessert and fruit,0.046,food,"cheese, cottage cheese, with gelatin dessert and fruit",23.88,Existing Dataset,cheese cottage cheese with gelatin dessert and fruit,"('cheese', 'cottage', 'cheese', 'with', 'gelatin', 'dessert', 'and', 'fruit')"
cheese cottage cheese with gelatin dessert and fruit,kg,food,"Cheese, cottage cheese, with gelatin dessert and fruit",23.88,combined_food_emissions,cheese cottage cheese with gelatin dessert and fruit,"('cheese', 'cottage', 'cheese', 'with', 'gelatin', 'dessert', 'and', 'fruit')"
cheese cottage cheese with gelatin dessert and vegetables,0.029,food,"cheese, cottage cheese, with gelatin dessert and vegetables",23.88,Existing Dataset,cheese cottage cheese with gelatin dessert and vegetable,"('cheese', 'cottage', 'cheese', 'with', 'gelatin', 'dessert', 'and', 'vegetable')"
cheese cottage cheese with gelatin dessert and vegetables,kg,food,"Cheese, cottage cheese, with gelatin dessert and vegetables",23.88,combined_food_emissions,cheese cottage cheese with gelatin dessert and vegetable,"('cheese', 'cottage', 'cheese', 'with', 'gelatin', 'dessert', 'and', 'vegetable')"
cheese cottage creamed large or small curd,0.029,food,"cheese, cottage, creamed, large or small curd",23.88,Existing Dataset,cheese cottage creamed large or small curd,"('cheese', 'cottage', 'creamed', 'large', 'or', 'small', 'curd')"
cheese cottage creamed large or small curd,kg,food,"Cheese, cottage, creamed, large or small curd",23.88,combined_food_emissions,cheese cottage creamed large or small curd,"('cheese', 'cottage', 'creamed', 'large', 'or', 'small', 'curd')"
cheese cottage dry curd,0.03,food,"cheese, cottage, dry curd",23.88,Existing Dataset,cheese cottage dry curd,"('cheese', 'cottage', 'dry', 'curd')"
cheese cottage dry curd,kg,food,"Cheese, cottage, dry curd",23.88,combined_food_emissions,cheese cottage dry curd,"('cheese', 'cottage', 'dry', 'curd')"
cheese cottage low fat,0.03,food,"cheese, cottage, low fat",23.88,Existing Dataset,cheese cottage low fat,"('cheese', 'cottage', 'low', 'fat')"
cheese cottage low fat,kg,food,"Cheese, cottage, low fat",23.88,combined_food_emissions,cheese cottage low fat,"('cheese', 'cottage', 'low', 'fat')"
cheese cottage lowfat lactose reduced,0.03,food,"cheese, cottage, lowfat, lactose reduced",23.88,Existing Dataset,cheese cottage lactose reduced,"('cheese', 'cottage', 'lactose', 'reduced')"
cheese cottage lowfat lactose reduced,kg,food,"Cheese, cottage, lowfat, lactose reduced",23.88,combined_food_emissions,cheese cottage lactose reduced,"('cheese', 'cottage', 'lactose', 'reduced')"
cheese cottage lowfat low sodium,0.028,food,"cheese, cottage, lowfat, low sodium",23.88,Existing Dataset,cheese cottage low sodium,"('cheese', 'cottage', 'low', 'sodium')"
cheese cottage lowfat low sodium,kg,food,"Cheese, cottage, lowfat, low sodium",23.88,combined_food_emissions,cheese cottage low sodium,"('cheese', 'cottage', 'low', 'sodium')"
cheese cottage lowfat with fruit,0.055,food,"cheese, cottage, lowfat, with fruit",23.88,Existing Dataset,cheese cottage with fruit,"('cheese', 'cottage', 'with', 'fruit')"
cheese cottage lowfat with fruit,kg,food,"Cheese, cottage, lowfat, with fruit",23.88,combined_food_emissions,cheese cottage with fruit,"('cheese', 'cottage', 'with', 'fruit')"
cheese cottage nfs,0.03,food,"cheese, cottage, nfs",23.88,Existing Dataset,cheese cottage nfs,"('cheese', 'cottage', 'nfs')"
cheese cottage nfs,kg,food,"Cheese, cottage, NFS",23.88,combined_food_emissions,cheese cottage nfs,"('cheese', 'cottage', 'nfs')"
cheese cottage salted dry curd,0.03,food,"cheese, cottage, salted, dry curd",23.88,Existing Dataset,cheese cottage salted dry curd,"('cheese', 'cottage', 'salted', 'dry', 'curd')"
cheese cottage salted dry curd,kg,food,"Cheese, cottage, salted, dry curd",23.88,combined_food_emissions,cheese cottage salted dry curd,"('cheese', 'cottage', 'salted', 'dry', 'curd')"
cheese cottage with fruit,0.036,food,"cheese, cottage, with fruit",23.88,Existing Dataset,cheese cottage with fruit,"('cheese', 'cottage', 'with', 'fruit')"
cheese cottage with fruit,kg,food,"Cheese, cottage, with fruit",23.88,combined_food_emissions,cheese cottage with fruit,"('cheese', 'cottage', 'with', 'fruit')"
cheese cottage with vegetables,0.038,food,"cheese, cottage, with vegetables",23.88,Existing Dataset,cheese cottage with vegetable,"('cheese', 'cottage', 'with', 'vegetable')"
cheese cottage with vegetables,kg,food,"Cheese, cottage, with vegetables",23.88,combined_food_emissions,cheese cottage with vegetable,"('cheese', 'cottage', 'with', 'vegetable')"
cheese dip,0.023,food,cheese dip,23.88,Existing Dataset,cheese dip,"('cheese', 'dip')"
cheese dip,kg,food,Cheese dip,23.88,combined_food_emissions,cheese dip,"('cheese', 'dip')"
cheese dip with chili pepper,0.004,food,cheese dip with chili pepper,23.88,Existing Dataset,cheese dip with chili pepper,"('cheese', 'dip', 'with', 'chili', 'pepper')"
cheese dip with chili pepper,kg,food,Cheese dip with chili pepper,23.88,combined_food_emissions,cheese dip with chili pepper,"('cheese', 'dip', 'with', 'chili', 'pepper')"
cheese enchilada frozen meal,0.115,food,"cheese enchilada, frozen meal",23.88,Existing Dataset,cheese enchilada frozen meal,"('cheese', 'enchilada', 'frozen', 'meal')"
cheese enchilada frozen meal,kg,food,"Cheese enchilada, frozen meal",23.88,combined_food_emissions,cheese enchilada frozen meal,"('cheese', 'enchilada', 'frozen', 'meal')"
cheese feta,0.032,food,"cheese, feta",23.88,Existing Dataset,cheese feta,"('cheese', 'feta')"
cheese feta,kg,food,"Cheese, Feta",23.88,combined_food_emissions,cheese feta,"('cheese', 'feta')"
cheese flavored corn snacks,0.032,food,cheese flavored corn snacks,23.88,Existing Dataset,cheese flavored corn snack,"('cheese', 'flavored', 'corn', 'snack')"
cheese flavored corn snacks,kg,food,Cheese flavored corn snacks,23.88,combined_food_emissions,cheese flavored corn snack,"('cheese', 'flavored', 'corn', 'snack')"
cheese flavored corn snacks cheetos,0.032,food,cheese flavored corn snacks (cheetos),23.88,Existing Dataset,cheese flavored corn snack cheeto,"('cheese', 'flavored', 'corn', 'snack', 'cheeto')"
cheese flavored corn snacks cheetos,kg,food,Cheese flavored corn snacks (Cheetos),23.88,combined_food_emissions,cheese flavored corn snack cheeto,"('cheese', 'flavored', 'corn', 'snack', 'cheeto')"
cheese flavored corn snacks reduced fat,0.085,food,"cheese flavored corn snacks, reduced fat",23.88,Existing Dataset,cheese flavored corn snack reduced fat,"('cheese', 'flavored', 'corn', 'snack', 'reduced', 'fat')"
cheese flavored corn snacks reduced fat,kg,food,"Cheese flavored corn snacks, reduced fat",23.88,combined_food_emissions,cheese flavored corn snack reduced fat,"('cheese', 'flavored', 'corn', 'snack', 'reduced', 'fat')"
cheese fondue,0.032,food,cheese fondue,23.88,Existing Dataset,cheese fondue,"('cheese', 'fondue')"
cheese fondue,kg,food,Cheese fondue,23.88,combined_food_emissions,cheese fondue,"('cheese', 'fondue')"
cheese fontina,0.025,food,"cheese, fontina",23.88,Existing Dataset,cheese fontina,"('cheese', 'fontina')"
cheese fontina,kg,food,"Cheese, Fontina",23.88,combined_food_emissions,cheese fontina,"('cheese', 'fontina')"
cheese goat,0.564,food,"cheese, goat",23.88,Existing Dataset,cheese goat,"('cheese', 'goat')"
cheese goat,kg,food,"Cheese, goat",23.88,combined_food_emissions,cheese goat,"('cheese', 'goat')"
cheese gouda or edam,0.036,food,"cheese, gouda or edam",23.88,Existing Dataset,cheese gouda or edam,"('cheese', 'gouda', 'or', 'edam')"
cheese gouda or edam,kg,food,"Cheese, Gouda or Edam",23.88,combined_food_emissions,cheese gouda or edam,"('cheese', 'gouda', 'or', 'edam')"
cheese gruyere,0.032,food,"cheese, gruyere",23.88,Existing Dataset,cheese gruyere,"('cheese', 'gruyere')"
cheese gruyere,kg,food,"Cheese, Gruyere",23.88,combined_food_emissions,cheese gruyere,"('cheese', 'gruyere')"
cheese limburger,0.021,food,"cheese, limburger",23.88,Existing Dataset,cheese limburger,"('cheese', 'limburger')"
cheese limburger,kg,food,"Cheese, Limburger",23.88,combined_food_emissions,cheese limburger,"('cheese', 'limburger')"
cheese mexican blend,0.025,food,"cheese, mexican blend",23.88,Existing Dataset,cheese mexican blend,"('cheese', 'mexican', 'blend')"
cheese mexican blend,kg,food,"Cheese, Mexican blend",23.88,combined_food_emissions,cheese mexican blend,"('cheese', 'mexican', 'blend')"
cheese mexican blend reduced fat,0.021,food,"cheese, mexican blend, reduced fat",23.88,Existing Dataset,cheese mexican blend reduced fat,"('cheese', 'mexican', 'blend', 'reduced', 'fat')"
cheese mexican blend reduced fat,kg,food,"Cheese, Mexican blend, reduced fat",23.88,combined_food_emissions,cheese mexican blend reduced fat,"('cheese', 'mexican', 'blend', 'reduced', 'fat')"
cheese monterey,0.032,food,"cheese, monterey",23.88,Existing Dataset,cheese monterey,"('cheese', 'monterey')"
cheese monterey,kg,food,"Cheese, Monterey",23.88,combined_food_emissions,cheese monterey,"('cheese', 'monterey')"
cheese monterey reduced fat,0.032,food,"cheese, monterey, reduced fat",23.88,Existing Dataset,cheese monterey reduced fat,"('cheese', 'monterey', 'reduced', 'fat')"
cheese monterey reduced fat,kg,food,"Cheese, Monterey, reduced fat",23.88,combined_food_emissions,cheese monterey reduced fat,"('cheese', 'monterey', 'reduced', 'fat')"
cheese mozzarella nfs,0.035,food,"cheese, mozzarella, nfs",23.88,Existing Dataset,cheese mozzarella nfs,"('cheese', 'mozzarella', 'nfs')"
cheese mozzarella nfs,kg,food,"Cheese, Mozzarella, NFS",23.88,combined_food_emissions,cheese mozzarella nfs,"('cheese', 'mozzarella', 'nfs')"
cheese mozzarella nonfat or fat free,0.034,food,"cheese, mozzarella, nonfat or fat free",23.88,Existing Dataset,cheese mozzarella nonfat or fat free,"('cheese', 'mozzarella', 'nonfat', 'or', 'fat', 'free')"
cheese mozzarella nonfat or fat free,kg,food,"Cheese, Mozzarella, nonfat or fat free",23.88,combined_food_emissions,cheese mozzarella nonfat or fat free,"('cheese', 'mozzarella', 'nonfat', 'or', 'fat', 'free')"
cheese mozzarella part skim,0.035,food,"cheese, mozzarella, part skim",23.88,Existing Dataset,cheese mozzarella part skim,"('cheese', 'mozzarella', 'part', 'skim')"
cheese mozzarella part skim,kg,food,"Cheese, Mozzarella, part skim",23.88,combined_food_emissions,cheese mozzarella part skim,"('cheese', 'mozzarella', 'part', 'skim')"
cheese mozzarella reduced sodium,0.027,food,"cheese, mozzarella, reduced sodium",23.88,Existing Dataset,cheese mozzarella reduced sodium,"('cheese', 'mozzarella', 'reduced', 'sodium')"
cheese mozzarella reduced sodium,kg,food,"Cheese, Mozzarella, reduced sodium",23.88,combined_food_emissions,cheese mozzarella reduced sodium,"('cheese', 'mozzarella', 'reduced', 'sodium')"
cheese muenster,0.031,food,"cheese, muenster",23.88,Existing Dataset,cheese muenster,"('cheese', 'muenster')"
cheese muenster,kg,food,"Cheese, Muenster",23.88,combined_food_emissions,cheese muenster,"('cheese', 'muenster')"
cheese muenster reduced fat,0.031,food,"cheese, muenster, reduced fat",23.88,Existing Dataset,cheese muenster reduced fat,"('cheese', 'muenster', 'reduced', 'fat')"
cheese muenster reduced fat,kg,food,"Cheese, Muenster, reduced fat",23.88,combined_food_emissions,cheese muenster reduced fat,"('cheese', 'muenster', 'reduced', 'fat')"
cheese nfs,0.031,food,"cheese, nfs",23.88,Existing Dataset,cheese nfs,"('cheese', 'nfs')"
cheese nfs,kg,food,"Cheese, NFS",23.88,combined_food_emissions,cheese nfs,"('cheese', 'nfs')"
cheese parmesan dry grated,0.04,food,"cheese, parmesan, dry grated",23.88,Existing Dataset,cheese parmesan dry grated,"('cheese', 'parmesan', 'dry', 'grated')"
cheese parmesan dry grated,kg,food,"Cheese, Parmesan, dry grated",23.88,combined_food_emissions,cheese parmesan dry grated,"('cheese', 'parmesan', 'dry', 'grated')"
cheese parmesan dry grated fat free,0.02,food,"cheese, parmesan, dry grated, fat free",23.88,Existing Dataset,cheese parmesan dry grated fat free,"('cheese', 'parmesan', 'dry', 'grated', 'fat', 'free')"
cheese parmesan dry grated fat free,kg,food,"Cheese, Parmesan, dry grated, fat free",23.88,combined_food_emissions,cheese parmesan dry grated fat free,"('cheese', 'parmesan', 'dry', 'grated', 'fat', 'free')"
cheese parmesan dry grated reduced fat,0.03,food,"cheese, parmesan, dry grated, reduced fat",23.88,Existing Dataset,cheese parmesan dry grated reduced fat,"('cheese', 'parmesan', 'dry', 'grated', 'reduced', 'fat')"
